map_number,robot_id,t,x,y,vx,vy,speed
1,1,9.200000000000001,7.997226664362781,9.732592318787121,0.6200269340051179,0.5048928300912507,0.7995937523326075
1,1,9.3,8.057844654937195,9.784782242484175,0.5915961779404313,0.5379355347159915,0.7996003234516018
1,1,9.4,8.115545899950867,9.84017942573032,0.5619163537230705,0.5688776054218678,0.7996072276636507
1,1,9.5,8.170227925681809,9.898557763568547,0.5314533450848842,0.5974466038020552,0.7996155966441143
1,1,9.600000000000001,8.221836568967845,9.959668746490731,0.5006919567640509,0.6234709118386803,0.7996301729406974
1,1,9.700000000000001,8.27036631703462,10.023251945936284,0.3906849793369531,0.5819078725059015,0.7008933764588305
1,1,9.8,8.299973564835236,10.07605032099191,-0.22200396115804466,0.11217206522847079,0.24873345369588487
1,1,9.9,8.22596552480301,10.045686358981978,-0.7349255670944856,-0.3156505472131954,0.7998442705459239
1,1,10.0,8.15298845141634,10.012920211549272,-0.7247358939623396,-0.3384544265376874,0.7998709363643277
1,1,10.100000000000001,8.081018346010541,9.97799547367444,-0.7148895341790791,-0.358844996024402,0.799897979276441
1,1,10.200000000000001,8.010010544580522,9.94115121234439,-0.7055139300578332,-0.3769920241857889,0.7999205534334942
1,1,10.3,7.939915559998975,9.902597068837283,-0.6967839263923352,-0.3929321815120872,0.7999397098197882
1,1,10.4,7.870653759302056,9.862564776041973,-0.6889674283002094,-0.40651197866042565,0.7999550650211664
1,1,10.5,7.802122074338934,9.821294673105198,-0.682149294114474,-0.4178746018940771,0.7999667757907253
1,1,10.600000000000001,7.734223900479161,9.778989855663157,-0.6763295070717916,-0.42724940130876377,0.7999772828366252
1,1,10.700000000000001,7.666856172924573,9.735844792843444,-0.6715641956049865,-0.43471730638241013,0.7999860031818999
1,1,10.8,7.5999110613581635,9.692046394386676,-0.6678941089488291,-0.4403472241351025,0.7999926365736378
1,1,10.9,7.533277351134808,9.647775348016424,-0.6653474655076437,-0.4441937664564435,0.7999970950048547
1,1,11.0,7.466841568256635,9.603207641095388,-0.6639444639255814,-0.4462923650588806,0.7999994539293616
1,1,11.100000000000001,7.400488458349691,9.558516875004647,-0.6637157301207068,-0.44663312973263913,0.7999998268652534
1,1,11.200000000000001,7.3340984222324925,9.51388101514886,-0.66466485709784,-0.4452165584698804,0.7999982226209359
1,1,11.3,7.2675554869301235,9.469473563310672,-0.666764287860282,-0.44205963167777895,0.7999945834347396
1,1,11.4,7.200745564660437,9.425469088813305,-0.6699952228835784,-0.4371367308738954,0.7999888250256577
1,1,11.5,7.133556442353409,9.382046217135894,-0.6743337159927734,-0.4303994149053665,0.7999810103218101
1,1,11.600000000000001,7.065878821461882,9.33938920583223,-0.6797442685418105,-0.4217842619421006,0.7999713958870551
1,1,11.700000000000001,6.997607588645046,9.297689364747473,-0.6861772175329861,-0.41121481247189706,0.7999604964356729
1,1,11.8,6.928643377955286,9.257146243337852,-0.693637703523514,-0.3984727484321624,0.7999461200558795
1,1,11.9,6.8588800479403425,9.217994815061042,-0.7020503908749163,-0.38341906281604565,0.7999280774284382
1,1,12.0,6.788233299780304,9.180462430774643,-0.7111658462136319,-0.3661880986604018,0.7999066098122151
1,1,12.100000000000001,6.716646878697616,9.14475719532896,-0.7208221705820819,-0.3467342375523117,0.7998807617974362
1,1,12.200000000000001,6.644068865663887,9.11111558326418,-0.7309009724337159,-0.3248869858515775,0.7998548525078001
1,1,12.3,6.5704666842108725,9.079779798158645,-0.7411748320373874,-0.3006530603428246,0.7998327289747248
1,1,12.4,6.49583389925641,9.050984971195616,-0.7510919766288779,-0.27495235251078043,0.7998362041740092
1,1,12.5,6.420248288885098,9.024789327656489,-0.7599269674858782,-0.2495711538803178,0.799859210587361
1,1,12.600000000000001,6.343848505759232,9.001070740419552,-0.7672459234710871,-0.2261674318895217,0.7998862508697738
1,1,12.700000000000001,6.266799104190881,8.979555841278584,-0.7731485342533659,-0.20515229522670353,0.7999038193776253
1,1,12.8,6.189218798908559,8.960040281374212,-0.7779504179624297,-0.1861954046635148,0.799922234673927
1,1,12.9,6.111209020598395,8.942316760345882,-0.7818162332088114,-0.16931422785761896,0.7999399541614585
1,1,13.0,6.032855552266797,8.926177435802687,-0.7848932295528144,-0.15450608145783207,0.7999559431651853
1,1,13.100000000000001,5.954230374687831,8.911415544054316,-0.787311331456916,-0.1417462600483006,0.7999694587158577
1,1,13.200000000000001,5.875393285975413,8.897828183793028,-0.78919274828813,-0.13092668171245236,0.7999793684432153
1,1,13.3,5.796391825030206,8.885230207711826,-0.7906022420425245,-0.12218085669837819,0.7999875416943792
1,1,13.4,5.717272837566909,8.873392012453353,-0.7916006439179313,-0.11557260614254261,0.7999928791819729
1,1,13.5,5.63807169624662,8.862115686483317,-0.7922673032071259,-0.11093927281475402,0.7999968762337503
1,1,13.600000000000001,5.558819376925483,8.851204157890402,-0.7926397090699524,-0.10826398197144727,0.7999992488664053
1,1,13.700000000000001,5.479543754432629,8.840462890089027,-0.7927469537557812,-0.10748098769512637,0.7999999346281165
1,1,13.8,5.400269986174327,8.829707960351376,-0.7926044519449178,-0.10852088867319765,0.7999991253253493
1,1,13.9,5.321022864043646,8.818758712354388,-0.7922046187389107,-0.11138627834974102,0.7999969130914625
1,1,14.0,5.241829062426545,8.807430704681428,-0.7915120129361206,-0.11617781605898614,0.7999928446970168
1,1,14.100000000000001,5.162720461456421,8.795523149142591,-0.7904995022858934,-0.12284202757839324,0.7999872666822991
1,1,14.200000000000001,5.083729161969365,8.78286229916575,-0.7891321978589119,-0.13129233466769819,0.7999795640140639
1,1,14.3,5.004894021884639,8.769264682209052,-0.7873434908413337,-0.1415724437237671,0.7999703303199042
1,1,14.4,4.926260463801099,8.754547810420997,-0.7850621910597262,-0.1536668197213018,0.7999600835758977
1,1,14.5,4.847881583672694,8.73853131826479,-0.7822067159254225,-0.16754692127967985,0.7999495717038254
1,1,14.600000000000001,4.769819120616014,8.72103842616506,-0.7786736683426589,-0.1832186442628725,0.7999385935031128
1,1,14.700000000000001,4.692146850004161,8.701887589412216,-0.7743047344925067,-0.20082223596569548,0.7999233665269272
1,1,14.8,4.614958173717513,8.680873978971922,-0.7690621698313684,-0.2199944094316919,0.7999088455861277
1,1,14.9,4.5383344160378885,8.657888707525878,-0.7629088366370844,-0.24040325233085724,0.7998897528723589
1,1,15.0,4.462376406390097,8.63279332850575,-0.7557158229854224,-0.2620877957510501,0.7998727509999191
1,1,15.100000000000001,4.387191251440804,8.605471148375667,-0.7474859080360154,-0.284681838720509,0.7998618205726014
1,1,15.200000000000001,4.312879224782892,8.575856960761648,-0.7382484447314752,-0.30782533326727446,0.7998544879848776
1,1,15.3,4.23954156249451,8.543906081722213,-0.7279396214948974,-0.33145118338735813,0.7998474726540146
1,1,15.4,4.167291300483913,8.509566724084175,-0.7164312668971604,-0.35562843283365453,0.7998408231814574
1,1,15.5,4.096255309115078,8.472780395155482,-0.7034658966870317,-0.38060396912838,0.7998272620497294
1,1,15.600000000000001,4.026598121146506,8.433445930258499,-0.6888845881032886,-0.4063659228773986,0.7998095016953959
1,1,15.700000000000001,3.9584783914944186,8.391507210580002,-0.672664342485767,-0.43264013176985827,0.7997842216933575
1,1,15.8,3.892065252649353,8.346917903904528,-0.6545898964767751,-0.45947374437632504,0.7997524956764284
1,1,15.9,3.827560412199064,8.299612461704738,-0.6343903989904369,-0.48692974204161743,0.7997197959385287
1,1,16.0,3.765187172851266,8.249531955496204,-0.6118491266028414,-0.5149184610372828,0.799687673558661
1,1,16.1,3.705190586878495,8.19662876949728,-0.5867532542299259,-0.543299371250697,0.799658419671056
1,1,16.2,3.647836522005281,8.140872081246066,-0.5589066534858027,-0.5718737886858989,0.7996350902109433
1,1,16.3,3.593409256181335,8.082254011760101,-0.5279038586679405,-0.6005703237625184,0.7996044008012444
1,1,16.400000000000002,3.5422557502716914,8.020758016493561,-0.49530313552615723,-0.6277742599865874,0.7996409929235434
1,1,16.5,3.4943486290761037,7.956699159762784,-0.4645991611499731,-0.6509255935131364,0.7997227699845038
1,1,16.6,3.449335918041698,7.890572897790935,-0.43749272836848263,-0.6695291927256761,0.7997932403360224
1,1,16.7,3.4068500834024076,7.82279332121765,-0.41421256075567925,-0.6842510269370337,0.7998571830971842
1,1,16.8,3.366493405890562,7.753722692403529,-0.39499099454807407,-0.6955850595891917,0.7999102830304009
1,1,16.900000000000002,3.3278518844927913,7.683676309299809,-0.37994733214256726,-0.7039611314426537,0.7999507796010173
1,1,17.0,3.2905039394620488,7.612930466114998,-0.3691352960559193,-0.7097216724528792,0.7999785741778358
1,1,17.1,3.2540248252816077,7.541731974809233,-0.3625785116953999,-0.7131114792855158,0.7999944743759345
1,1,17.2,3.217988237122969,7.470308170257895,-0.3603997416098004,-0.7142208328780129,0.7999996074182619
1,1,17.3,3.1819448769596477,7.3988878082336305,-0.3626606070398726,-0.7130689916093473,0.7999938141593973
1,1,17.400000000000002,3.1454561157149934,7.327694371936024,-0.36933692895032344,-0.7096142715008895,0.79997636302843
1,1,17.5,3.1080774911695834,7.256964953933452,-0.38050299624847383,-0.703655504221274,0.7999459974116762
1,1,17.6,3.069355516465299,7.18696327109177,-0.3962419979553804,-0.6948642945059191,0.7999025620179501
1,1,17.7,3.028829091578508,7.117992095032268,-0.4166035901189442,-0.6827874484242145,0.7998482675018073
1,1,17.8,2.9860347984415103,7.050405781406928,-0.44223147108559857,-0.666364044338934,0.7997560338042305
1,1,17.900000000000002,2.940382797361387,6.98471928616448,-0.47246720207643556,-0.6451545214409222,0.7996559344953308
1,1,18.0,2.8915413580262235,6.921374877118744,-0.5061860236540507,-0.6188798439395171,0.7995227024777347
1,1,18.1,2.8391455926305773,6.860943317376576,-0.5430784205755703,-0.5866022801761375,0.7993975268930343
1,1,18.2,2.78292567391111,6.804054421083516,-0.5825718997526668,-0.5471778136162584,0.7992456306388543
1,1,18.3,2.722631212680044,6.751507754653326,-0.6228148159384315,-0.5007074698802754,0.7991284410821137
1,1,18.400000000000002,2.658362710723422,6.70391292710746,-0.6610042875089004,-0.44893251651497934,0.7990413459199851
1,1,18.5,2.5904303551782646,6.661721251350331,-0.6956268855829464,-0.39305785473033694,0.79899389303739
1,1,18.6,2.5192373336068328,6.625301356161393,-0.725621848113235,-0.33452388812450096,0.7990202113746563
1,1,18.7,2.4453059855556183,6.59481647372543,-0.7501163802152107,-0.2754665683332931,0.7990972494862508
1,1,18.8,2.369214057563791,6.570208042494736,-0.768889567791776,-0.21801319767697436,0.7992001763140218
1,1,18.900000000000002,2.291528071997261,6.551213834190035,-0.7823226223346484,-0.16397155671526065,0.7993218105545393
1,1,19.0,2.212749533096862,6.537413731151684,-0.7912243787812923,-0.11462413368185764,0.7994840271075828
1,1,19.1,2.133283196241003,6.528289007453664,-0.49487500777379445,0.0032716748999632728,0.49488582236285994
1,1,19.200000000000003,2.1137745315421017,6.538068066131677,0.2773722556815681,0.18767827994265218,0.33490073900204176
1,1,19.3,2.188757647377313,6.565824663442194,0.7638395335624324,0.2308543328133723,0.7979627535239859
1,1,19.400000000000002,2.2665424382545876,6.584238932694352,0.7868102187581769,0.12893485132858729,0.7973045316749524
1,1,19.5,2.3461196911289477,6.591611633707911,0.7967349703259146,0.012379905948606051,0.7968311458593548
1,1,19.6,2.42588943231977,6.586714913884071,0.7894002494516066,-0.10923369976859476,0.7969220507674475
1,1,19.700000000000003,2.503999741019271,6.569764893754193,0.7661063083489807,-0.2216375084931812,0.7975224516357947
1,1,19.8,2.579110693989566,6.542387412185435,0.7336101815918941,-0.3148031264884352,0.7983012632973754
1,1,19.900000000000002,2.6507217773376492,6.506804268456507,0.6997823137971011,-0.38562621144518516,0.7990011649908848
1,1,20.0,2.7190671567489857,6.4652621698963975,0.6704166699848351,-0.4355871239837299,0.7994965002887583
1,1,20.1,2.7848051113346157,6.419686843659761,0.6484610425475719,-0.46815892581251006,0.7997965388270989
1,1,20.200000000000003,2.848759365258502,6.371630384733894,0.6350950247049383,-0.48639154644497395,0.7999515153170843
1,1,20.3,2.911824116275603,6.322408534370768,0.6307184445298795,-0.4921271228692099,0.7999967883271264
1,1,20.400000000000002,2.974903054164477,6.273204960160053,0.6352321170815749,-0.4862126793943027,0.799951631147613
1,1,20.5,3.0388705396919176,6.225165998491907,0.6481690016806958,-0.46861098954191505,0.7998245521732892
1,1,20.6,3.1045368545006156,6.17948276225167,0.6650773680065551,-0.44425112866552396,0.7998043327934143
1,1,20.700000000000003,3.1718860132932307,6.136315772758802,0.6796729852544185,-0.42172865135889737,0.7998815051378844
1,1,20.8,3.2404714515514987,6.095137031979891,0.6898981940529882,-0.40491162906745615,0.7999455890944308
1,1,20.900000000000002,3.309865652103828,6.05533344694531,0.6959052677145081,-0.3945799004189965,0.799985899530402
1,1,21.0,3.3796525050944,6.016221051896092,0.6979026239859465,-0.39106320420621543,0.7999990639060157
1,1,21.1,3.4494461769010165,5.977120806104067,0.6961393566033109,-0.3941712485591147,0.7999881105383524
1,1,21.200000000000003,3.5188803764150647,5.9373868021842675,0.6908644427907547,-0.403292955102561,0.7999618028055692
1,1,21.3,3.587619065459167,5.896462215083556,0.6849023673845309,-0.4133711116658141,0.7999793302384544
1,1,21.400000000000002,3.6558608498919702,5.854712579851105,0.682292644565095,-0.4177015277091165,0.7999986369226892
1,1,21.5,3.724077594372186,5.812921909541733,0.684486954141164,-0.4140629235088369,0.7999815591712929
1,1,21.6,3.792758240720203,5.771899995149338,0.6913805112383926,-0.40233858850068316,0.7999270911257995
1,1,21.700000000000003,3.862353696619867,5.732454191841595,0.7027678032135007,-0.38188811660623045,0.7998256802820122
1,1,21.8,3.9333118013629025,5.695522371828092,0.7183136960283392,-0.35140263806090744,0.7996614158117537
1,1,21.900000000000002,4.006016435825535,5.662173664229414,0.7369950245725647,-0.3097073548656759,0.799424988290089
1,1,22.0,4.080710806277415,5.633580900854957,0.7572069426173123,-0.25536277285088715,0.7991073142613271
1,1,22.1,4.157457824348997,5.611101109659237,0.7765190224845888,-0.1870753740466533,0.7987358686418913
1,1,22.200000000000003,4.236014610774335,5.596165826045626,0.7913538000476628,-0.10602202433324592,0.7984243899666364
1,1,22.3,4.315728584358529,5.589896704792587,0.7982751220891267,-0.021679115621221712,0.7985694425662231
1,1,22.400000000000002,4.395669635192159,5.591830002921381,0.7968657681809397,0.056024984494047914,0.7988328056521949
1,1,22.5,4.4751017379947164,5.601101701691396,0.7891134094197909,0.12564512617498735,0.7990536093765268
1,1,22.6,4.553492317076117,5.616959028156379,0.7767557606281628,0.1881466991747871,0.7992175499070348
1,1,22.700000000000003,4.630452890120351,5.638731041526354,0.761236101830999,0.24389020449743626,0.799351508774867
1,1,22.8,4.705739537442316,5.665737069055866,0.7431866288470097,0.2945172279793198,0.7994165140110665
1,1,22.900000000000002,4.7790902158897515,5.697634487122218,0.7229923663594775,0.34125016823647414,0.799480856015639
1,1,23.0,4.850338010714211,5.733987102703161,0.7009080610764293,0.3846253139632587,0.7995053109412438
1,1,23.1,4.919271828105037,5.77455954991487,0.6766393298233169,0.4259078523503632,0.7995237841099202
1,1,23.200000000000003,4.985665876678876,5.819168673173234,0.6516846045814084,0.4633487240510803,0.7996154475297428
1,1,23.3,5.049608749021319,5.867229294725085,0.6282201473505893,0.4948635292033714,0.7997189919420522
1,1,23.400000000000002,5.1113099061489935,5.918141379013908,0.6072958648895757,0.5204747641562264,0.7998138831224783
1,1,23.5,5.171067921999233,5.97132424755633,0.590131560330768,0.5399799792181561,0.7998960160263753
1,1,23.6,5.229336218215146,6.026137374857539,0.5775552534086899,0.5534913728279385,0.7999517301280946
1,1,23.700000000000003,5.286578972680973,6.082022522121919,0.56978812337384,0.5615343359892613,0.7999870724160378
1,1,23.8,5.343293842889914,6.138444242055391,0.5671469798124917,0.5642189036845053,0.7999991674904268
1,1,23.900000000000002,5.400008368643471,6.19486630285882,0.5697547254351676,0.5615683862410492,0.7999871871355687
1,1,24.0,5.457244787976948,6.2507579193036,0.5774781173522392,0.5535726592228549,0.7999522892396456
1,1,24.1,5.515503992113919,6.305580834703391,0.5901389242567774,0.5399690659585907,0.7998940818102978
1,1,24.200000000000003,5.575272572828305,6.358751732495319,0.6073809436056692,0.5203722849335826,0.7998118063534138
1,1,24.3,5.636980180835052,6.409655291690107,0.6283457766666558,0.4946950854925163,0.7997134753555619
1,1,24.400000000000002,5.700941728161635,6.457690749593822,0.6519726567596855,0.46293704348777,0.7996118129414298
1,1,24.5,5.767374712186989,6.50224270038766,0.6056827483306826,0.49512804282408496,0.7823064427807161
1,1,24.6,5.822078277827771,6.556716358158639,0.48891222197923057,0.6091633476440492,0.7810986780897617
1,1,24.700000000000003,5.865157156582836,6.624075369916472,0.46801400368559243,0.6466294830452384,0.798227283415676
1,1,24.8,5.915681078564889,6.6860422547676865,0.5385241716998266,0.5892428342498235,0.7982577285687558
1,1,24.900000000000002,5.972861990922802,6.741923936766437,0.600180516925505,0.5265564740206159,0.7984224278099845
1,1,25.0,6.035717181949989,6.791353549571809,0.6508814932480753,0.4630035600330942,0.7987609247178804
1,1,25.1,6.1030382895724165,6.834524648773054,0.6895496976814179,0.40389670435767755,0.7991316120411757
1,1,25.200000000000003,6.173627121486275,6.872132890443346,0.7170994254510177,0.35340726839151415,0.7994549914373738
1,1,25.3,6.246458174662619,6.905206102451357,0.7356436499735679,0.31360144241378407,0.7996983458970258
1,1,25.400000000000002,6.320755851480988,6.934853178926104,0.747367070232805,0.28501102575629744,0.7998680031549101
1,1,25.5,6.395931588709179,6.962208307602617,0.7538441375993941,0.26770023061794035,0.7999652475363369
1,1,25.6,6.471524679000866,6.988393225049691,0.7559759038822094,0.261719422421379,0.7999978895741561
1,1,25.700000000000003,6.547126769485623,7.014552192086893,0.7540563749385214,0.267109956627678,0.7999679653055265
1,1,25.8,6.622335953988569,7.041815216375227,0.747791524380105,0.2839074157419077,0.7998722302017801
